Țară/Regiuine,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28
Belize,0.0002763468509535806,0.0002521160802577851,1.4437543992207006e-05,8.081402182349383e-05,0.0007076607683429913,5.976349460175159e-05,0.00012670252889287426,2.2214556570919063e-05,0.00011680836836732839,0.0003754329308768594,0.00037126438326496783,0.0008273108336288267,1.531920821656579e-05,0.0006385313618517481,0.0016199861111646746,8.549652790521476e-05,0.007129705524504435,0.0028789447489602337,0.00013595659296659625,0.003535536873558167,0.0006836713713420901,2.9948770145373237e-05,1.6448153884819013e-05,0.0016332382627567538,9.89555962072778e-06,7.31820022883157e-07,2.3489486999835107e-05,0.0003754197222599333
Benin,0.00023862668367429245,0.00010739240797383976,2.0426451375053586e-05,0.0002861252869591475,0.0006102416760289476,0.001225731978141717,0.00010425518094779822,0.0001680458372972989,0.0006990234387017505,8.113632663586875e-05,0.00020659353071003154,3.1875854728013174e-07,0.000338479366262649,0.00013765804452424627,0.001192945740276368,6.525432876684378e-05,1.0425934641246975e-05,3.226940336828082e-06,5.9596677612977004e-05,0.0011398581720843788,0.00011539527591638586,8.105016025965393e-05,0.00011734213329619087,0.0001719031895662022,0.0006476378679233233,0.00037068899325643574,0.00025124719446636544,1.0303720348055604e-06
Bermuda,0.0001256672135224961,6.031874225561872e-05,3.098495552942809e-05,0.00010235362559498371,0.0007935864638432439,0.0003375305576534044,0.0009294677776959033,0.001252913163330558,0.0007244961493964667,0.00032979959569822033,0.0067393358804001356,2.694955641140984e-06,0.00011054152006621523,0.0007389763773652466,0.0004306646573658116,0.0023710650913983567,9.695911245006672e-06,0.0035053939939170757,8.877039410657159e-05,5.4303900088655815e-05,0.00011527920218776449,0.012563391774100607,0.0015698290386007955,0.0007915681206346303,0.0006467787249582579,0.006395507232238417,0.0013185618956350644,0.0003928075846922531
Bhutan,0.0002975281043566551,0.0003139605037211464,1.7019942700857477e-05,9.698600083055354e-05,5.567103903164457e-05,0.0011937814285304543,1.4139392897253855e-05,0.0005507737403972782,0.00023664967392575666,0.0002916183292913762,0.00018008593096914216,0.00020632054048155837,0.00010844671245848399,1.900738299709688e-05,0.00013558262743920818,3.2180224055999095e-08,0.001530164253086614,0.0010617213586268854,0.00013944936036762524,0.0011874923802019305,0.0001483174200978895,2.264896020294474e-06,0.000245170904006959,0.0014385091706702574,0.00017566389694311982,7.771937052687161e-05,3.428958627503047e-05,1.3990553030917545e-06
Bolivia (Plurinational State of),4.226446975768759e-05,0.012764232908418157,0.0026140788452503954,0.0001917898353508768,0.0028105595647891757,0.001847051725737203,0.0032088640809366984,0.0005942096208920716,0.002636469712195571,5.639184214257463e-05,0.00013756651082227084,0.0014754871934905742,0.0005911539677969249,0.0011460875753597942,0.00037796418359340697,0.0013949480017562683,0.00028611958232531534,0.0017630312965526485,0.006305921419466662,0.0012969746335670075,0.004247432331933469,0.05540157979239474,0.00010767360995408653,0.018861505589545285,0.0005603032946185771,0.04027606037079399,0.0025146330577995807,0.0024131875075110746
Bosnia and Herzegovina,0.00027490040142074925,0.0003368938995989296,4.780876674176102e-06,0.0001902160234367132,0.0008061491212128845,0.0008937178656567597,3.806417667031978e-05,0.0003535889740347547,5.999335127450456e-06,0.00012261095633134985,8.465233057825135e-05,4.443298892028122e-06,0.0013177125245916208,8.18497603822335e-05,0.00035162926668517227,7.762767423703841e-07,7.470496891487677e-07,4.809997121575455e-05,0.00011182749875824633,0.0003791154345431831,0.0003014082136228234,5.911433811998405e-05,5.9695827516297555e-05,0.00027432508813582916,0.0018922255156389137,0.00041751178030183505,2.037822254925334e-06,9.968663976954461e-07
Botswana,0.00027484048101350126,7.071451098819818e-07,2.8307380194962307e-05,0.0018752539606844065,0.005400708352743814,0.012839708083727362,0.0007310709979483448,0.0028578625725188553,0.008969796811875165,0.0005198262289682576,9.882525863558414e-05,3.7961098452886015e-06,8.315469659790978e-06,0.00013659824774905487,0.0025021199741340735,0.0002303322508768956,0.0028871386412897683,1.0216555728921685e-05,0.0008134137494017695,1.0439142761695304e-05,7.068269739534613e-05,0.0001438707648576633,0.0025264034067761284,0.0008061292457366612,0.0003774363952799427,0.0033980843011995527,0.0018543412726009826,0.00010934879167034149
Brazil,0.018876509725280134,0.31584456464474864,0.027375466784333658,0.0037061542560326106,0.08312097290007761,0.047831103213940206,0.22599946867255336,0.0029038282361508677,0.004997444712786194,0.0012088759936090142,1.1638360080231693e-06,0.012050285321322534,0.0055240973759205,0.011366621694083407,0.019643788617247828,0.00044891632451608024,0.020020477944977532,0.0035516124991039895,0.001932615469153601,0.0310480746688363,0.00020153406791526666,0.009466931978933297,0.013214415272574654,0.0018200707442552395,0.0010287495099888333,0.0002498695528016666,0.0010847973244777524,0.0052108590498105576
British Virgin Islands,0.0001041716653764212,7.120108212566617e-05,2.7235128197679122e-05,9.920036619844288e-05,0.0005961112242913806,0.0003229671761360411,0.0010463212678453913,0.001166197160136397,0.0008046603606074924,0.0005814312159302843,0.006329194959063742,2.528322072104657e-06,1.914248621850968e-05,0.001168722823013828,0.0005811647208184365,0.00328903173475035,9.177339063465691e-05,0.00026365083702371785,0.0004158421560424145,0.0005486927866858873,0.009716419176377415,0.010716825343691817,4.535280271499572e-05,5.7078181056080025e-05,0.004209663501725503,0.00040791489855313153,0.0008998397327005086,0.00011529415762716544
Brunei Darussalam,0.0002807988672264025,0.00038565126664457793,2.443056343958324e-06,0.0001116462153345273,0.0007707162942959204,0.00014975276140061344,8.939527313497367e-05,6.740248068262149e-07,3.297612523986856e-05,0.0002067746241651086,0.00036919278576761825,0.000604579601509933,0.0001690582696028196,0.0005167164832097653,0.0014350640681657094,0.00021184390765729115,0.006237962638237917,0.0021239959136381665,0.00010957460772571439,0.002964803740397919,0.0003823588991728869,0.00011680305613501669,8.06102767551447e-06,0.0009475586101962527,5.729804248781016e-05,0.00012724604703254533,1.4396958733322853e-05,0.0001661507208935364
Bulgaria,0.00020182205836573547,0.00031255392776901057,4.791472741326582e-06,0.0008364532170674594,0.0015139221719822644,0.0025659981147906057,0.00010850495287309104,0.0006158808374548268,1.340056875136567e-05,0.00036288298890799046,0.00019797000721947245,0.0013959172256704851,0.0035834379514356313,0.0004602266210283383,0.0016488198124665204,0.000200127457997014,0.0005278087930308121,9.635500366969565e-05,0.0004928361944340433,0.0030801040556550983,0.0021412913096720888,2.2230866131559664e-05,1.0419827889752414e-05,0.000518364427040271,0.00037876334287719745,8.28421180016358e-06,3.6251899479771735e-05,0.00258491486940122
Burkina Faso,0.00014397032410365558,8.62887786157769e-05,1.0337305576651359e-05,0.0006358594037100325,0.0008009974938196708,0.0005117663094961069,0.0010565835260240828,0.0004237531984009404,0.0007003827644517968,0.0004706424947382059,0.00021358996941244236,0.0006370055078261507,0.0008397401159244025,0.0001157977032013084,6.4495858912299294e-06,0.0004710089729522968,0.00129276662598401,0.0008903176363437511,0.0020702312373489773,0.0008702666471715636,0.004208593949884634,7.059501912120445e-05,0.0002673289128922844,0.0005354229514324078,0.0009678072899614993,0.0011613178150087135,0.00030289621038915194,0.00037454687434386414
Burundi,0.0002725959384781036,0.00024438834065203556,6.7884592097640975e-06,0.0001448910307207446,4.349892046585248e-05,0.0005054641354704955,3.5714379997031734e-06,0.0002555593615527742,9.431514501834559e-05,4.7997970591932944e-05,0.0001806482990744069,0.0001807858623754798,2.4590685697240602e-05,0.0003924864159812467,0.002120990373100843,0.00015973838851199087,0.00015712549779926742,4.9727683696119874e-05,5.392616503193357e-05,0.0005288535709362779,0.0004524549930708649,1.794386858307061e-05,0.0006585959351157687,0.0009694747086125363,0.003876744049267218,0.00012608000027452906,0.00011513677120385635,0.00019853709594593158
Cabo Verde,0.0003269321272503281,0.00029708455051104943,1.2109655849912975e-05,7.932409722455087e-05,2.551987224014128e-05,0.0006836230062728266,1.279613249825525e-05,0.0001227314711525811,0.00019402692730164576,0.0002232196585785611,9.111767512181085e-05,8.89665439723507e-08,0.0004998910236342738,0.00010191247658227424,0.0003050983012215175,1.9020308814631441e-06,7.579801813778765e-05,6.014458304841278e-06,4.9259374508208974e-05,2.3028804407841438e-05,1.2298475245969054e-07,7.793920289988909e-06,0.0005401251010667176,0.0004981956819101545,0.000976614635484471,0.00014067706656174808,0.00021542513780993498,2.1586998955255453e-06
Cambodia,8.950080012375915e-05,0.0006721036868700237,0.000158247209236018,0.00032691534833149727,0.0007559050708175417,0.0003529637618286712,0.0005502980817405126,0.0001613816624949703,0.00024984655108839727,0.002412914177500759,0.0001555897681538178,0.012139147084758092,0.001100639481093263,0.005370374744746776,6.309245492631355e-05,0.0015590106208486546,0.000453931665416659,0.000292070615718609,0.0013860797272258096,0.0001713562105700353,0.009687930890173007,0.002374192058326805,0.0014065337553098212,0.00019080060830496272,0.013979234506640086,0.001278043630211376,1.591573217114843e-05,0.001877249552193072
Cameroon,0.00013628258181563768,0.00034005502435701567,0.0001050540813272086,0.00015259133118656322,4.0395648661005154e-05,0.00026097370200085687,0.0002589446981032876,3.2853747294771265e-06,0.0001206799480650932,4.432700114610314e-07,0.00012287204101353163,0.0003566803684647437,0.00010622690912613311,0.0002718829202385204,0.000483113228914817,0.00023639480272359667,0.0014923621529829378,0.0007519353600582091,0.0012264098826887102,0.004198288206732887,0.005734254111227814,0.00026685958159183246,9.363888264553305e-06,0.003949757165982902,0.010484825561244424,0.00016435384110620896,0.0002630676476672618,0.0012314577643791206
